User nb,method,density,targets Size,target num,timestamp,selected
1,Highlight,30,18,None,2021-04-11 17:28:29.838030,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.843982,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.846957,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.851422,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.858366,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.861838,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.864317,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.868782,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.871261,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.873742,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.876223,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.879718,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.889118,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.893086,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.915902,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.935742,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.942189,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.964510,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.979886,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:29.990302,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.014111,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.054782,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.056766,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.104381,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.121246,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.134141,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.140589,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.146542,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.154477,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.156957,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.159934,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.165885,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.179773,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.181789,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.189197,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.204077,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.225405,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.245741,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.247725,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.274509,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.375198,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.751661,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.775468,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.795309,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:30.817628,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.306188,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.332972,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.345372,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.358764,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.376124,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.385548,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.394972,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.417292,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.432173,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.446060,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.461435,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.463946,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.474331,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.485244,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.488715,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.509051,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.518971,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.529884,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.614204,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.639499,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.663307,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.677220,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.696539,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.718363,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.732748,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.748123,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.753083,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.760028,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.769452,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.781355,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.783340,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.796235,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.816076,cible non selectionnee
1,Highlight,30,18,3,2021-04-11 17:28:31.819051,cible selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.868155,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.910315,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.934124,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.937112,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:31.963387,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.133516,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.155835,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.182123,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.231723,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.291243,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.607691,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.681594,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.783770,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:32.872554,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:33.583321,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.452312,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.474632,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.492985,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.518280,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.526712,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.564408,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.889288,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.897223,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.899207,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.905160,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.910119,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.912104,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.918551,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.922023,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.924008,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.928967,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.931448,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.935415,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.940375,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.942384,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.945335,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.951288,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.953299,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.956248,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.961207,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.963192,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.966663,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.973608,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.979064,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.980553,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.987496,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:34.996424,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.002375,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.006839,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.017255,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.463655,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.470599,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.475063,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.484983,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.486967,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.495398,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.497879,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.504327,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.507798,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.513256,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.520199,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.522183,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.529622,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.533095,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.539046,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.551447,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.553431,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.569799,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.581703,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.583687,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.591127,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.599062,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.602534,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.609974,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.620391,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.622394,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.630311,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.640231,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.646183,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.654118,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:35.675448,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.183846,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.190293,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.195254,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.203191,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.206166,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.210134,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.216086,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.218071,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.222534,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.228982,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.229974,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.231958,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.237910,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.239923,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.242870,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.246838,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.249837,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.252315,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.254298,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.258246,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.260254,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.263702,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.266182,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.269655,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.272134,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.274118,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.278086,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.281062,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.283045,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.285526,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.288997,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.292966,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.296935,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.299414,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.302886,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.307846,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.311814,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.314294,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.318262,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.323222,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.329173,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.331654,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.335126,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.342567,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.350502,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.786485,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.796405,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.803349,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.811285,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.816741,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.822693,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.826662,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.829142,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.833109,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.837573,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.840054,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.845509,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.848982,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.851957,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.854438,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.857414,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.859894,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.863861,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.866341,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.868822,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.871334,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.873783,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.876263,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.879237,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.881718,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.885686,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.888662,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.891141,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.894117,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.897093,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.900069,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.903045,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.907020,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.909989,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.912469,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.915941,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.918421,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.920405,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.922389,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.924869,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.928837,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.931814,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.935781,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.938757,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.942725,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.947685,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.949669,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.952149,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.955621,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.961077,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.969012,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.977941,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:36.998773,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.010677,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.045893,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.054821,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.060773,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.068213,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.073172,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.078133,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.083093,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.087061,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.089045,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.091526,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.094005,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.096980,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.099957,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.103429,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.105909,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.108885,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.110869,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.113377,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.115358,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.117813,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.119797,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.122277,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.124261,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.126770,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.129221,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.131701,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.133686,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.136165,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.138149,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.140628,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.142641,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.145093,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.148068,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.150053,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.152533,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.155013,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.156996,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.159477,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.161958,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.164437,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.166421,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.168901,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.170884,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.173365,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.175350,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.177828,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.179813,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.182293,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.184277,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.186757,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.189237,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.191221,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.193701,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.196181,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.198661,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.201141,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.203622,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.206101,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.209077,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.211061,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.215029,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.217013,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.218997,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.221477,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.224948,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.228917,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.231892,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.236852,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.240821,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.244788,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.250741,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.253717,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.258676,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.264132,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.266117,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.270084,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.276036,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.282980,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.290917,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.303812,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.320676,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.322660,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.353413,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.370276,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.371765,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.400533,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.495764,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.522548,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.530484,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.550324,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.552333,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.570660,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.572644,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.592484,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.593476,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.607365,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.613318,cible non selectionnee
1,Highlight,30,18,26,2021-04-11 17:28:37.624230,cible selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.648532,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.656468,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.701604,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.705076,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.720949,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.737316,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.741780,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.748725,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.763108,cible non selectionnee
1,Highlight,30,18,None,2021-04-11 17:28:37.770052,cible non selectionnee
